"CO_UF","NO_UF","PA_UFMUN","NO_MUN","CO_REG","NO_REG","CO_REGibge","NO_REGibge","PA_CODUNI","FANTASIA","COD_CEP","CPF_CNPJ","CNPJ_MAN","PA_CBOCOD","DS_CBO","PA_PROC_ID","NO_PROC","PA_MUNPCN","count","qtde","total"
"41","Paraná","410220","ATALAIA","41015","15ª RS Maringá","41006","Astorga","2733439","HOSPITAL MUNICIPAL DE ATALAIA","87630000","00000000000000","75731018000162","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,3,23.58
"41","Paraná","410260","BARRACÃO","41008","8ª RS Francisco Beltrão","41026","Franc.Beltrão","2583275","CENTRO DE SAUDE NIS I BARRACAO","85700000","00000000000000","75666131000101","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,8,62.88
"41","Paraná","410275","BELA VISTA DA CAROBA","41008","8ª RS Francisco Beltrão","41025","Capanema","2582937","CENTRO DE SAUDE NIS I DE BELA VISTA DA CAROBA","85745000","00000000000000","01612441000107","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,25,196.5
"41","Paraná","410280","BELA VISTA DO PARAÍSO","41017","17ª RS Londrina","41007","Porecatu","2727099","AMBULATORIO MUN DR EDGAR BEZERRA VALENTE","86130000","00000000000000","76245067000158","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,16,125.76
"41","Paraná","410370","CAMBÉ","41017","17ª RS Londrina","41011","Londrina","2729679","LABORATORIO BIOCENTER","86180970","05068141000160","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,4,31.44
"41","Paraná","410370","CAMBÉ","41017","17ª RS Londrina","41011","Londrina","2729768","LABORATORIO MUNICIPAL DE CAMBE","86180970","00000000000000","75732057000184","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,280,2200.8
"41","Paraná","410400","CAMPINA GRANDE DO SUL","41002","2ª RS Metropolitana","41037","Curitiba","0013633","HOSPITAL ANGELINA CARON","83430000","00000000000000","07088017000191","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,164,1289.04
"41","Paraná","410400","CAMPINA GRANDE DO SUL","41002","2ª RS Metropolitana","41037","Curitiba","6624898","CENTRO DE ESPECIALIDADES MEDICAS CEM","83430000","00000000000000","11522710000106","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,78,613.08
"41","Paraná","410420","CAMPO LARGO","41002","2ª RS Metropolitana","41037","Curitiba","0013838","HOSPITAL SAO LUCAS","83601050","75807073000199","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,25,196.5
"41","Paraná","410420","CAMPO LARGO","41002","2ª RS Metropolitana","41037","Curitiba","2681757","BIOLAG","83601610","01540028000184","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,20,157.2
"41","Paraná","410420","CAMPO LARGO","41002","2ª RS Metropolitana","41037","Curitiba","6426204","HOSPITAL INFANTIL DOUTOR WALDEMAR MONASTIER","83601030","76416866004803","76591569000130","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,5,39.3
"41","Paraná","410425","CAMPO MAGRO","41002","2ª RS Metropolitana","41037","Curitiba","5934478","UNIDADE DE SAUDE 24 HORAS SAMAMBAIA","83535000","00000000000000","01607539000176","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,100,786
"41","Paraná","410430","CAMPO MOURÃO","41011","11ª RS Campo Mourão","41005","Campo Mourão","0014095","CISCOMCAM","87302140","95640322000101","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,90,707.4
"41","Paraná","410430","CAMPO MOURÃO","41011","11ª RS Campo Mourão","41005","Campo Mourão","0014109","HOSPITAL SANTA CASA DE MISERICORDIA","87302215","80612294000141","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",2,2,15.72
"41","Paraná","410430","CAMPO MOURÃO","41011","11ª RS Campo Mourão","41005","Campo Mourão","0014206","LABORATORIO SANTA CECILIA","87302120","77200111000176","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",2,62,487.32
"41","Paraná","410430","CAMPO MOURÃO","41011","11ª RS Campo Mourão","41005","Campo Mourão","0014230","LABORATORIO PRONTO ANALISE DE ANALISES CLINICA","87302170","81418600000176","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,60,471.6
"41","Paraná","410430","CAMPO MOURÃO","41011","11ª RS Campo Mourão","41005","Campo Mourão","0014257","LABORATORIO SAO LUCAS","87306180","97398556000110","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",2,46,361.56
"41","Paraná","410430","CAMPO MOURÃO","41011","11ª RS Campo Mourão","41005","Campo Mourão","2567881","LABORATORIO DR MAURICIO","87302080","73442667000118","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,36,282.96
"41","Paraná","410430","CAMPO MOURÃO","41011","11ª RS Campo Mourão","41005","Campo Mourão","2567970","LABORATORIO DE ANALISES CLINICAS SAO GABRIEL","87300010","04758989000158","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,75,589.5
"41","Paraná","410430","CAMPO MOURÃO","41011","11ª RS Campo Mourão","41005","Campo Mourão","6730175","LABORATORIO MARCLAB","87302080","12407403000139","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,61,479.46
"41","Paraná","410465","CARAMBEÍ","41003","3ª RS Ponta Grossa","41021","Ponta Grossa","2684462","CENTRO MUNICIPAL DE SAUDE OTAVIO PEDROSO DE OLIVEIRA","84145000","00000000000000","01613765000160","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,50,393
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2736659","BIOVEL LABORATORIO","85812020","04328880000180","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,120,943.2
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2737434","CEONC","85807690","72510480000141","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2737469","CISOP","85812121","00000000000000","00944673000108","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,132,1037.52
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2738252","HOSPITAL DO CORACAO","85807680","08911792000168","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2738309","HOSPITAL DE ENSINO SAO LUCAS","85812130","21998635000108","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,2,15.72
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2738368","HOSPITAL UNIVERSITARIO DO OESTE DO PARANA","85804260","78680337000770","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,90,707.4
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2738538","LABORATORIO CENTRAL DE CASCAVEL","85805010","00000000000000","76208867000107","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,36,282.96
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2738554","ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS","85807470","61486650028436","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,98,770.28
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2738600","LABORATORIO DRA VERONICA","85806000","75522912000122","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,24,188.64
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","410100",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","410480",3,3,23.58
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","410530",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","410660",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","410930",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","410990",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","411330",2,2,15.72
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","411510",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","411720",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","411890",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","411960",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","412350",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","412535",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","412690",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","412740",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","412810",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","2740338","HOSPITAL DO CANCER DE CASCAVEL UOPECCAN","85806300","81270548000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","412880",1,1,7.86
"41","Paraná","410480","CASCAVEL","41010","10ª RS Cascavel","41023","Cascavel PR","3457443","LABORATORIO PARZIANELLO","85801050","77288215000184","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,82,644.52
"41","Paraná","410490","CASTRO","41003","3ª RS Ponta Grossa","41021","Ponta Grossa","8000611","CASTRO UNIDADE DE ATENDIMENTO EM ESPECIALIDADES","84172000","00000000000000","77001311000108","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,153,1202.58
"41","Paraná","410510","CENTENÁRIO DO SUL","41017","17ª RS Londrina","41006","Astorga","2730235","UNIDADE BASICA DE SAUDE ANITA CANET","86630000","00000000000000","75845503000167","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,3,23.58
"41","Paraná","410530","CÉU AZUL","41010","10ª RS Cascavel","41024","Foz do Iguaçu","6598730","LABORATORIO BARBACELI","85840000","06238750000182","00000000000000","221205","BIOM�DICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,5,39.3
"41","Paraná","410550","CIANORTE","41013","13ª RS Cianorte","41003","Cianorte","2731940","CIALAB","87200320","72487242000162","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",51,106,833.16
"41","Paraná","410550","CIANORTE","41013","13ª RS Cianorte","41003","Cianorte","2731967","CISCENOP","87200256","01178931000147","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,36,282.96
"41","Paraná","410550","CIANORTE","41013","13ª RS Cianorte","41003","Cianorte","2733943","LABORATORIO CIANORTE","99999999","75782656000102","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",46,85,668.1
"41","Paraná","410550","CIANORTE","41013","13ª RS Cianorte","41003","Cianorte","2734206","LABORATORIO SANTA PAULA","99999999","78191715000166","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",15,17,133.62
"41","Paraná","410550","CIANORTE","41013","13ª RS Cianorte","41003","Cianorte","2735989","SANTA CASA DE CIANORTE","87200256","95641007000107","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","410550",5,5,39.3
"41","Paraná","410550","CIANORTE","41013","13ª RS Cianorte","41003","Cianorte","2735989","SANTA CASA DE CIANORTE","87200256","95641007000107","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","411240",1,1,7.86
"41","Paraná","410550","CIANORTE","41013","13ª RS Cianorte","41003","Cianorte","2735989","SANTA CASA DE CIANORTE","87200256","95641007000107","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","412790",1,1,7.86
"41","Paraná","410550","CIANORTE","41013","13ª RS Cianorte","41003","Cianorte","3340902","LABORATORIO MENINO JESUS","87200272","80909161000131","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",53,103,809.58
"41","Paraná","410550","CIANORTE","41013","13ª RS Cianorte","41003","Cianorte","5711673","LABORATORIO SAO FRANCISCO","87200272","09050589000107","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",49,86,675.96
"41","Paraná","410550","CIANORTE","41013","13ª RS Cianorte","41003","Cianorte","7622724","POSTO DE COLETA DO LABORATORIO BOM JESUS","87213000","18208016000230","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",6,7,55.02
"41","Paraná","410560","CIDADE GAÚCHA","41013","13ª RS Cianorte","41003","Cianorte","2733188","HOSPITAL MUNICIPAL DE GAUCHA","87820000","00000000000000","75377200000167","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,1,7.86
"41","Paraná","410580","COLOMBO","41002","2ª RS Metropolitana","41037","Curitiba","0014869","SANTA CASA DE COLOMBO","83414270","76212265000115","00000000000000","221205","BIOM�DICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,15,117.9
"41","Paraná","410580","COLOMBO","41002","2ª RS Metropolitana","41037","Curitiba","0014982","METROLAB","83414190","03121939000100","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,296,2326.56
"41","Paraná","410580","COLOMBO","41002","2ª RS Metropolitana","41037","Curitiba","2753324","LABORATORIO SANGUEVIDA","83408220","82411349000180","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,64,503.04
"41","Paraná","410580","COLOMBO","41002","2ª RS Metropolitana","41037","Curitiba","3984885","LABAN COLOMBO","83402000","72082043000417","72082043000174","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,355,2790.3
"41","Paraná","410580","COLOMBO","41002","2ª RS Metropolitana","41037","Curitiba","4052153","CLINILAB LABORATORIO DE ANALISES CLINICAS","83408000","01132716000105","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,480,3772.8
"41","Paraná","410640","CORNÉLIO PROCÓPIO","41018","18ª RS Cornélio Procópio","41015","Corn.Procópio","2582163","CISNOP","86300000","00126737000155","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,0,0
"41","Paraná","410660","CRUZEIRO DO OESTE","41012","12ª RS Umuarama","41002","Umuarama","2738562","LABORATORIO ANA CRISTINA","87400000","08399202000160","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",38,70,550.2
"41","Paraná","410680","CRUZ MACHADO","41006","6ª RS União da Vitória","41033","União Vitória","2549433","LABORCLIM","84620000","02044018000110","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,3,23.58
"41","Paraná","410685","CRUZMALTINA","41022","22ª RS Ivaiporã","41012","Faxinal","3582426","LABORATORIO DE ANALISES CLINICAS JOAO ADROALDO","86855000","07175889000197","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,78,613.08
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","0015245","HOSPITAL UNIVERSITARIO EVANGELICO DE CURITIBA HUEC","80730150","76575604000209","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",2,358,2813.88
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","0015334","HOSPITAL SANTA CASA DE CURITIBA","80010030","76613835000189","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",55,206,1619.16
